Date;Tcapt;TcaptF;TbalS;TbalA;TalT;TpoeleB;TretC;TdepC;Text;Tcap2;TZ1;TZ2;TZ3;TZ4;T15;T16;Deb1;Deb2;Deb3;Deb4;Deb5;HC/HP;APP;SOL;BTC;C7;C1;C2;C3;V3VAB;V3VAS;S10;S11;V3VSS;V3VSB;chdr1;chdr2;Tcons1;Tcons2;Tcons3;Tcons4;TconsECS;POSV3VSOL;POSV3VAPP;POSV3VOPT;DemZ1;DemZ2;DemZ3;DemZ4;DemECS;MD;dtcapt3mn;TconPisc_dep;Tcaptcalc;anticc_chd;var_cir;demPisc_D;def_T;def;tfmoy;index1;index2;index3;index4;index5;index6;index1S;index2S;index3S;index4S;index5S;index6S;TZF_1;TZF_2;TZF_3;TZF_4;TZF_5;TZF_6;TZF_7;TZF_8;TZF_9;TZF_10;TZF_11;TZF_12;TZF_13;Electrova 1;Electrova 2;Electrova 3;Electrova 4;Electrova 5;Electrova 6;Electrova 7;Electrova 8;Electrova 9;Electrova 10;Electrova 11;Electrova 12;Electrova 13
05/12/23 23:35;5.5;15.6;13.6;40.4;19.7;null;21.7;46.2;9.5;15.1;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;841.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:35;5.5;15.6;13.7;40.4;19.7;null;21.8;46.2;9.5;15.1;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;842.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:36;5.5;15.6;13.7;40.4;19.7;null;21.8;47.8;9.5;15.1;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;843.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:36;5.5;15.6;13.7;40.4;19.7;null;21.7;48.2;9.5;15.1;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;844.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:37;5.5;15.6;13.7;40.4;19.7;null;22.0;48.3;9.5;15.1;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;845.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:37;5.5;15.6;13.7;40.4;19.8;null;22.1;48.5;9.5;15.1;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;846.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:38;5.5;15.6;13.7;40.4;19.8;null;22.0;48.8;9.5;15.1;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;847.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:38;5.5;15.6;13.7;40.4;19.8;null;22.0;48.9;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;848.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:39;5.5;15.6;13.7;40.4;19.8;null;22.2;48.9;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;849.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:39;5.5;15.6;13.7;40.4;19.8;null;22.2;48.9;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;850.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:40;5.5;15.6;13.7;40.4;19.8;null;22.3;48.6;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;851.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:40;5.5;15.6;13.7;40.4;19.8;null;22.3;48.5;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;852.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:41;5.5;15.6;13.7;40.4;19.8;null;22.0;48.4;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;853.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:41;5.5;15.6;13.7;40.4;19.8;null;21.5;48.1;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;854.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:42;5.5;15.6;13.7;40.4;19.8;null;21.6;48.0;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;855.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:42;5.5;15.6;13.7;40.4;19.8;null;21.8;47.7;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;856.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:43;5.5;15.6;13.7;40.4;19.8;null;21.8;47.6;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;857.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:43;5.5;15.6;13.7;40.4;19.8;null;22.0;47.4;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;858.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:44;5.5;15.6;13.7;40.4;19.8;null;22.0;43.3;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;859.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:44;5.5;15.6;13.7;40.4;19.8;null;21.7;33.0;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;860.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:45;5.5;15.6;13.7;40.4;19.8;null;21.5;26.0;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;861.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:45;5.5;15.6;13.7;40.4;19.8;null;21.4;24.2;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;40;0;0;0;1;0;-61.4;4096.0;30.0;5.5;862.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:46;5.5;15.6;13.7;40.4;19.8;null;21.3;24.1;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;863.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:46;5.5;15.6;13.7;40.4;19.8;null;21.3;24.3;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;864.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:47;5.5;15.6;13.7;40.4;19.8;null;21.8;24.7;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;865.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:47;5.5;15.6;13.7;40.4;19.8;null;21.9;25.2;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;866.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:48;5.5;15.6;13.7;40.4;19.8;null;22.3;26.0;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.4;4096.0;30.0;5.5;867.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:48;5.5;15.6;13.7;40.4;19.9;null;22.4;26.8;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.2;4096.0;30.0;5.5;868.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:49;5.5;15.6;13.7;40.4;19.9;null;22.2;27.9;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.2;4096.0;30.0;5.5;869.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:49;5.5;15.6;13.7;40.4;19.9;null;21.9;29.1;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.2;4096.0;30.0;5.5;870.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:50;5.5;15.6;13.7;40.4;19.9;null;21.9;29.6;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.2;4096.0;30.0;5.5;871.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:50;5.5;15.6;13.7;40.4;19.9;null;21.8;24.5;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.2;4096.0;30.0;5.5;872.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:51;5.5;15.6;13.7;40.4;19.9;null;21.9;21.7;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;11;0;0;0;1;0;-61.2;4096.0;30.0;5.5;873.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:51;5.5;15.6;13.7;40.4;19.9;null;21.8;20.6;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;23;0;0;0;1;0;-61.2;4096.0;30.0;5.5;874.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:52;5.5;15.6;13.7;40.4;19.9;null;22.0;20.4;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;29;0;0;0;1;0;-61.2;4096.0;30.0;5.5;875.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:52;5.5;15.6;13.7;40.4;19.9;null;22.1;20.4;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;31;0;0;0;1;0;-61.2;4096.0;30.0;5.5;876.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:53;5.5;15.6;13.7;40.4;19.9;null;22.2;20.5;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;31;0;0;0;1;0;-61.2;4096.0;30.0;5.5;877.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:53;5.5;15.6;13.7;40.4;19.9;null;22.3;20.6;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;34;0;0;0;1;0;-61.2;4096.0;30.0;5.5;878.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:54;5.5;15.6;13.7;40.4;19.9;null;22.4;20.7;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;33;0;0;0;1;0;-61.2;4096.0;30.0;5.5;879.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:54;5.5;15.6;13.7;40.4;19.9;null;22.4;21.0;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;29;0;0;0;1;0;-61.2;4096.0;30.0;5.5;880.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:55;5.5;15.6;13.7;40.4;19.9;null;22.7;21.2;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;33;0;0;0;1;0;-61.2;4096.0;30.0;5.5;881.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:55;5.5;15.6;13.7;40.4;19.9;null;22.8;21.5;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;27;0;0;0;1;0;-61.2;4096.0;30.0;5.5;882.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:56;5.5;15.6;13.7;40.4;19.9;null;22.9;21.8;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;30;0;0;0;1;0;-61.2;4096.0;30.0;5.5;883.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:56;5.5;15.6;13.7;40.4;19.9;null;22.7;21.9;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;27;0;0;0;1;0;-61.2;4096.0;30.0;5.5;884.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:57;5.5;15.6;13.7;40.4;19.9;null;22.4;22.1;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;33;0;0;0;1;0;-61.2;4096.0;30.0;5.5;885.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
05/12/23 23:57;5.5;15.6;13.7;40.4;19.9;null;22.2;28.4;9.5;15.2;10.6;null;null;null;null;13.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;34.0;0;0;50;0;0;0;1;0;-61.2;4096.0;30.0;5.5;886.0;0.0;58;0;0;0;0.0;0.0;0.0;0.0;0.0;15.3;0.0;0.0;0.0;0.0;0.0;0.0;19.7;13.4;null;null;null;null;null;null;null;null;null;null;null;0;0;0;0;0;0;0;0;0;0;0;0;0;
